unpalatability_treatment,density_treatment,experimental_day,site,record_date,species,fac_number,confidence,attacks
yes,low,2,73,6/9/22,iphiclus,11,,0
yes,low,2,73,6/9/22,iphiclus,12,,0
yes,low,2,73,6/9/22,iphiclus,13,,0
yes,low,2,73,6/9/22,iphiclus,14,,0
yes,low,2,73,6/9/22,iphiclus,15,,0
yes,low,2,73,6/9/22,iphiclus,16,,0
yes,low,2,73,6/9/22,iphiclus,17,,0
yes,low,2,73,6/9/22,iphiclus,18,,0
yes,low,2,73,6/9/22,iphiclus,19,,0
yes,low,2,73,6/9/22,iphiclus,20,,0
yes,low,2,73,6/9/22,serpa,1,,0
yes,low,2,73,6/9/22,serpa,2,,0
yes,low,2,73,6/9/22,serpa,3,,0
yes,low,2,73,6/9/22,serpa,4,,0
yes,low,2,73,6/9/22,serpa,5,,0
yes,low,2,73,6/9/22,serpa,6,,0
yes,low,2,73,6/9/22,serpa,7,,0
yes,low,2,73,6/9/22,serpa,8,,0
yes,low,2,73,6/9/22,serpa,9,,0
yes,low,2,73,6/9/22,serpa,10,,0
yes,low,2,73,6/9/22,serpa,11,,0
yes,low,2,73,6/9/22,serpa,12,,0
yes,low,2,73,6/9/22,serpa,13,,0
yes,low,2,73,6/9/22,serpa,14,,0
yes,low,2,73,6/9/22,serpa,15,,0
yes,low,2,73,6/9/22,serpa,16,,0
yes,low,2,73,6/9/22,serpa,17,,0
yes,low,2,73,6/9/22,serpa,18,,0
yes,low,2,73,6/9/22,serpa,19,,0
yes,low,2,73,6/9/22,serpa,20,,0
yes,low,2,73,6/9/22,junonia,1,,0
yes,low,2,73,6/9/22,junonia,2,,0
yes,low,2,73,6/9/22,junonia,3,,0
yes,low,2,73,6/9/22,junonia,4,,0
yes,low,2,73,6/9/22,junonia,5,,0
yes,low,2,73,6/9/22,junonia,6,,0
yes,low,2,73,6/9/22,junonia,7,,0
yes,low,2,73,6/9/22,junonia,8,,0
yes,low,2,73,6/9/22,junonia,9,,0
yes,low,2,73,6/9/22,junonia,10,,0
yes,low,2,73,6/9/22,junonia,11,,0
yes,low,2,73,6/9/22,junonia,12,,0
yes,low,2,73,6/9/22,junonia,13,,0
yes,low,2,73,6/9/22,junonia,14,,0
yes,low,2,73,6/9/22,junonia,15,,0
yes,low,2,73,6/9/22,junonia,16,,0
yes,low,2,73,6/9/22,junonia,17,,0
yes,low,2,73,6/9/22,junonia,18,,0
yes,low,2,73,6/9/22,junonia,19,,0
yes,low,2,73,6/9/22,junonia,20,,0
yes,low,2,74,6/9/22,iphiclus,1,,0
yes,low,2,74,6/9/22,iphiclus,2,,0
yes,low,2,74,6/9/22,iphiclus,3,,0
yes,low,2,74,6/9/22,iphiclus,4,,0
yes,low,2,74,6/9/22,iphiclus,5,,0
yes,low,2,74,6/9/22,iphiclus,6,,0
yes,low,2,74,6/9/22,iphiclus,7,,0
yes,low,2,74,6/9/22,iphiclus,8,,0
yes,low,2,74,6/9/22,iphiclus,9,,0
yes,low,2,74,6/9/22,iphiclus,10,,0
yes,low,2,74,6/9/22,iphiclus,11,,0
yes,low,2,74,6/9/22,iphiclus,12,,0
yes,low,2,74,6/9/22,iphiclus,13,,0
yes,low,2,74,6/9/22,iphiclus,14,,0
yes,low,2,74,6/9/22,iphiclus,15,,0
yes,low,2,74,6/9/22,iphiclus,16,,0
yes,low,2,74,6/9/22,iphiclus,17,,0
yes,low,2,74,6/9/22,iphiclus,18,,0
yes,low,2,74,6/9/22,iphiclus,19,,0
yes,low,2,74,6/9/22,iphiclus,20,,0
yes,low,2,74,6/9/22,serpa,1,,0
yes,low,2,74,6/9/22,serpa,2,,0
yes,low,2,74,6/9/22,serpa,3,,0
yes,low,2,74,6/9/22,serpa,4,,0
yes,low,2,74,6/9/22,serpa,5,,0
yes,low,2,74,6/9/22,serpa,6,,0
yes,low,2,74,6/9/22,serpa,7,,0
yes,low,2,74,6/9/22,serpa,8,,0
yes,low,2,74,6/9/22,serpa,9,,0
yes,low,2,74,6/9/22,serpa,10,,0
yes,low,2,74,6/9/22,serpa,11,,0
yes,low,2,74,6/9/22,serpa,12,,0
yes,low,2,74,6/9/22,serpa,13,,0
yes,low,2,74,6/9/22,serpa,14,,0
yes,low,2,74,6/9/22,serpa,15,,0
yes,low,2,74,6/9/22,serpa,16,,0
yes,low,2,74,6/9/22,serpa,17,,0
yes,low,2,74,6/9/22,serpa,18,,0
yes,low,2,74,6/9/22,serpa,19,,0
yes,low,2,74,6/9/22,serpa,20,,0
yes,low,2,74,6/9/22,junonia,1,,0
yes,low,2,74,6/9/22,junonia,2,,0
yes,low,2,74,6/9/22,junonia,3,,0
yes,low,2,74,6/9/22,junonia,4,,0
yes,low,2,74,6/9/22,junonia,5,,0
yes,low,2,74,6/9/22,junonia,6,,0
yes,low,2,74,6/9/22,junonia,7,,0
yes,low,2,74,6/9/22,junonia,8,,0
yes,low,2,74,6/9/22,junonia,9,,0
yes,low,2,74,6/9/22,junonia,10,,0
yes,low,2,74,6/9/22,junonia,11,,0
yes,low,2,74,6/9/22,junonia,12,,0
yes,low,2,74,6/9/22,junonia,13,,0
yes,low,2,74,6/9/22,junonia,14,,0
yes,low,2,74,6/9/22,junonia,15,,0
yes,low,2,74,6/9/22,junonia,16,,0
yes,low,2,74,6/9/22,junonia,17,,0
yes,low,2,74,6/9/22,junonia,18,,0
yes,low,2,74,6/9/22,junonia,19,,0
yes,low,2,74,6/9/22,junonia,20,,0
yes,low,2,75,6/9/22,iphiclus,1,,0
yes,low,2,75,6/9/22,iphiclus,2,,0
yes,low,2,75,6/9/22,iphiclus,3,,0
yes,low,2,75,6/9/22,iphiclus,4,,0
yes,low,2,75,6/9/22,iphiclus,5,,0
yes,low,2,75,6/9/22,iphiclus,6,,0
yes,low,2,75,6/9/22,iphiclus,7,,0
yes,low,2,75,6/9/22,iphiclus,8,,0
yes,low,2,75,6/9/22,iphiclus,9,,0
yes,low,2,75,6/9/22,iphiclus,10,,0
yes,low,2,75,6/9/22,iphiclus,11,,0
yes,low,2,75,6/9/22,iphiclus,12,,0
yes,low,2,75,6/9/22,iphiclus,13,,0
yes,low,2,75,6/9/22,iphiclus,14,,0
yes,low,2,75,6/9/22,iphiclus,15,,0
yes,low,2,75,6/9/22,iphiclus,16,,0
yes,low,2,75,6/9/22,iphiclus,17,,0
yes,low,2,75,6/9/22,iphiclus,18,,0
yes,low,2,75,6/9/22,iphiclus,19,,0
yes,low,2,75,6/9/22,iphiclus,20,,0
yes,low,2,75,6/9/22,serpa,1,,0
yes,low,2,75,6/9/22,serpa,2,,0
yes,low,2,75,6/9/22,serpa,3,,0
yes,low,2,75,6/9/22,serpa,4,,0
yes,low,2,75,6/9/22,serpa,5,,0
yes,low,2,75,6/9/22,serpa,6,,0
yes,low,2,75,6/9/22,serpa,7,,0
yes,low,2,75,6/9/22,serpa,8,,0
yes,low,2,75,6/9/22,serpa,9,,0
yes,low,2,75,6/9/22,serpa,10,,0
yes,low,2,75,6/9/22,serpa,11,,0
yes,low,2,75,6/9/22,serpa,12,,0
yes,low,2,75,6/9/22,serpa,13,,0
yes,low,2,75,6/9/22,serpa,14,,0
yes,low,2,75,6/9/22,serpa,15,,0
yes,low,2,75,6/9/22,serpa,16,,0
yes,low,2,75,6/9/22,serpa,17,,0
yes,low,2,75,6/9/22,serpa,18,,0
yes,low,2,75,6/9/22,serpa,19,,0
yes,low,2,75,6/9/22,serpa,20,,0
yes,low,2,75,6/9/22,junonia,1,,0
yes,low,2,75,6/9/22,junonia,2,,0
yes,low,2,75,6/9/22,junonia,3,,0
yes,low,2,75,6/9/22,junonia,4,,0
yes,low,2,75,6/9/22,junonia,5,,0
yes,low,2,75,6/9/22,junonia,6,,0
yes,low,2,75,6/9/22,junonia,7,,0
yes,low,2,75,6/9/22,junonia,8,,0
yes,low,2,75,6/9/22,junonia,9,,0
yes,low,2,75,6/9/22,junonia,10,,0
yes,low,2,75,6/9/22,junonia,11,,0
yes,low,2,75,6/9/22,junonia,12,,0
yes,low,2,75,6/9/22,junonia,13,,0
yes,low,2,75,6/9/22,junonia,14,,0
yes,low,2,75,6/9/22,junonia,15,,0
yes,low,2,75,6/9/22,junonia,16,,0
yes,low,2,75,6/9/22,junonia,17,,0
yes,low,2,75,6/9/22,junonia,18,,0
yes,low,2,75,6/9/22,junonia,19,,0
yes,low,2,75,6/9/22,junonia,20,,0
yes,low,3,51,6/9/22,iphiclus,1,,0
yes,low,3,51,6/9/22,iphiclus,2,,0
yes,low,3,51,6/9/22,iphiclus,3,,0
yes,low,3,51,6/9/22,iphiclus,4,,0
yes,low,3,51,6/9/22,iphiclus,5,,0
yes,low,3,51,6/9/22,iphiclus,6,,0
yes,low,3,51,6/9/22,iphiclus,7,,0
yes,low,3,51,6/9/22,iphiclus,8,,0
yes,low,3,51,6/9/22,iphiclus,9,,0
yes,low,3,51,6/9/22,iphiclus,10,,0
yes,low,3,51,6/9/22,iphiclus,11,,0
yes,low,3,51,6/9/22,iphiclus,12,,0
yes,low,3,51,6/9/22,iphiclus,13,,0
yes,low,3,51,6/9/22,iphiclus,14,,0
yes,low,3,51,6/9/22,iphiclus,15,,0
yes,low,3,51,6/9/22,iphiclus,16,,0
yes,low,3,51,6/9/22,iphiclus,17,,0
yes,low,3,51,6/9/22,iphiclus,18,,0
yes,low,3,51,6/9/22,iphiclus,19,,0
yes,low,3,51,6/9/22,iphiclus,20,,0
yes,low,3,51,6/9/22,serpa,1,,0
yes,low,3,51,6/9/22,serpa,2,,0
yes,low,3,51,6/9/22,serpa,3,,0
yes,low,3,51,6/9/22,serpa,4,,0
yes,low,3,51,6/9/22,serpa,5,,0
yes,low,3,51,6/9/22,serpa,6,,0
yes,low,3,51,6/9/22,serpa,7,,0
yes,low,3,51,6/9/22,serpa,8,,0
yes,low,3,51,6/9/22,serpa,9,,0
yes,low,3,51,6/9/22,serpa,10,,0
yes,low,3,51,6/9/22,serpa,11,,0
yes,low,3,51,6/9/22,serpa,12,,0
yes,low,3,51,6/9/22,serpa,13,,0
yes,low,3,51,6/9/22,serpa,14,,0
yes,low,3,51,6/9/22,serpa,15,,0
yes,low,3,51,6/9/22,serpa,16,,0
yes,low,3,51,6/9/22,serpa,17,,0
yes,low,3,51,6/9/22,serpa,18,,0
yes,low,3,51,6/9/22,serpa,19,,0
yes,low,3,51,6/9/22,serpa,20,,0
yes,low,3,51,6/9/22,junonia,1,,0
yes,low,3,51,6/9/22,junonia,2,,0
yes,low,3,51,6/9/22,junonia,3,,0
yes,low,3,51,6/9/22,junonia,4,,0
yes,low,3,51,6/9/22,junonia,5,,0
yes,low,3,51,6/9/22,junonia,6,,0
yes,low,3,51,6/9/22,junonia,7,,0
yes,low,3,51,6/9/22,junonia,8,,0
yes,low,3,51,6/9/22,junonia,9,,0
yes,low,3,51,6/9/22,junonia,10,,0
yes,low,3,51,6/9/22,junonia,11,,0
yes,low,3,51,6/9/22,junonia,12,,0
yes,low,3,51,6/9/22,junonia,13,,0
yes,low,3,51,6/9/22,junonia,14,,0
yes,low,3,51,6/9/22,junonia,15,,0
yes,low,3,51,6/9/22,junonia,16,,0
yes,low,3,51,6/9/22,junonia,17,,0
yes,low,3,51,6/9/22,junonia,18,,0
yes,low,3,51,6/9/22,junonia,19,,0
yes,low,3,51,6/9/22,junonia,20,,0
yes,low,3,52,6/9/22,iphiclus,1,,0
yes,low,3,52,6/9/22,iphiclus,2,,0
yes,low,3,52,6/9/22,iphiclus,3,,0
yes,low,3,52,6/9/22,iphiclus,4,,0
yes,low,3,52,6/9/22,iphiclus,5,,0
yes,low,3,52,6/9/22,iphiclus,6,,0
yes,low,3,52,6/9/22,iphiclus,7,,0
yes,low,3,52,6/9/22,iphiclus,8,,0
yes,low,3,52,6/9/22,iphiclus,9,,0
yes,low,3,52,6/9/22,iphiclus,10,,0
yes,low,3,52,6/9/22,iphiclus,11,,0
yes,low,3,52,6/9/22,iphiclus,12,,0
yes,low,3,52,6/9/22,iphiclus,13,,0
yes,low,3,52,6/9/22,iphiclus,14,,0
yes,low,3,52,6/9/22,iphiclus,15,,0
yes,low,3,52,6/9/22,iphiclus,16,,0
yes,low,3,52,6/9/22,iphiclus,17,,0
yes,low,3,52,6/9/22,iphiclus,18,,0
yes,low,3,52,6/9/22,iphiclus,19,,0
yes,low,3,52,6/9/22,iphiclus,20,,0
yes,low,3,52,6/9/22,serpa,1,,0
yes,low,3,52,6/9/22,serpa,2,,0
yes,low,3,52,6/9/22,serpa,3,,0
yes,low,3,52,6/9/22,serpa,4,,0
yes,low,3,52,6/9/22,serpa,5,,0
yes,low,3,52,6/9/22,serpa,6,,0
yes,low,3,52,6/9/22,serpa,7,,0
yes,low,3,52,6/9/22,serpa,8,,0
yes,low,3,52,6/9/22,serpa,9,,0
yes,low,3,52,6/9/22,serpa,10,,0
yes,low,3,52,6/9/22,serpa,11,,0
yes,low,3,52,6/9/22,serpa,12,,0
yes,low,3,52,6/9/22,serpa,13,,0
yes,low,3,52,6/9/22,serpa,14,,0
yes,low,3,52,6/9/22,serpa,15,,0
yes,low,3,52,6/9/22,serpa,16,,0
yes,low,3,52,6/9/22,serpa,17,,0
yes,low,3,52,6/9/22,serpa,18,,0
yes,low,3,52,6/9/22,serpa,19,,0
yes,low,3,52,6/9/22,serpa,20,,0
yes,low,3,52,6/9/22,junonia,1,,0
yes,low,3,52,6/9/22,junonia,2,,0
yes,low,3,52,6/9/22,junonia,3,,0
yes,low,3,52,6/9/22,junonia,4,,0
yes,low,3,52,6/9/22,junonia,5,,0
yes,low,3,52,6/9/22,junonia,6,,0
yes,low,3,52,6/9/22,junonia,7,,0
yes,low,3,52,6/9/22,junonia,8,,0
yes,low,3,52,6/9/22,junonia,9,,0
yes,low,3,52,6/9/22,junonia,10,,0
yes,low,3,52,6/9/22,junonia,11,,0
yes,low,3,52,6/9/22,junonia,12,,0
yes,low,3,52,6/9/22,junonia,13,,0
yes,low,3,52,6/9/22,junonia,14,,0
yes,low,3,52,6/9/22,junonia,15,,0
yes,low,3,52,6/9/22,junonia,16,,0
yes,low,3,52,6/9/22,junonia,17,,0
yes,low,3,52,6/9/22,junonia,18,,0
yes,low,3,52,6/9/22,junonia,19,,0
yes,low,3,52,6/9/22,junonia,20,,0
yes,low,3,53,6/9/22,iphiclus,1,,0
yes,low,3,53,6/9/22,iphiclus,2,,0
yes,low,3,53,6/9/22,iphiclus,3,,0
yes,low,3,53,6/9/22,iphiclus,4,,0
yes,low,3,53,6/9/22,iphiclus,5,,0
yes,low,3,53,6/9/22,iphiclus,6,,0
yes,low,3,53,6/9/22,iphiclus,7,,0
yes,low,3,53,6/9/22,iphiclus,8,,0
yes,low,3,53,6/9/22,iphiclus,9,,0
yes,low,3,53,6/9/22,iphiclus,10,,0
yes,low,3,53,6/9/22,iphiclus,11,,0
yes,low,3,53,6/9/22,iphiclus,12,,0
yes,low,3,53,6/9/22,iphiclus,13,,0
yes,low,3,53,6/9/22,iphiclus,14,,0
yes,low,3,53,6/9/22,iphiclus,15,,0
yes,low,3,53,6/9/22,iphiclus,16,,0
yes,low,3,53,6/9/22,iphiclus,17,,0
yes,low,3,53,6/9/22,iphiclus,18,,0
yes,low,3,53,6/9/22,iphiclus,19,,0
yes,low,3,53,6/9/22,iphiclus,20,,0
yes,low,3,53,6/9/22,serpa,1,Y,1
yes,low,3,53,6/9/22,serpa,2,,0
yes,low,3,53,6/9/22,serpa,3,,0
yes,low,3,53,6/9/22,serpa,4,,0
yes,low,3,53,6/9/22,serpa,5,,0
yes,low,3,53,6/9/22,serpa,6,,0
yes,low,3,53,6/9/22,serpa,7,,0
yes,low,3,53,6/9/22,serpa,8,,0
yes,low,3,53,6/9/22,serpa,9,,0
yes,low,3,53,6/9/22,serpa,10,,0
yes,low,3,53,6/9/22,serpa,11,,0
yes,low,3,53,6/9/22,serpa,12,,0
yes,low,3,53,6/9/22,serpa,13,,0
yes,low,3,53,6/9/22,serpa,14,,0
yes,low,3,53,6/9/22,serpa,15,,0
yes,low,3,53,6/9/22,serpa,16,,0
yes,low,3,53,6/9/22,serpa,17,,0
yes,low,3,53,6/9/22,serpa,18,,0
yes,low,3,53,6/9/22,serpa,19,,0
yes,low,3,53,6/9/22,serpa,20,,0
yes,low,3,53,6/9/22,junonia,1,,0
yes,low,3,53,6/9/22,junonia,2,,0
yes,low,3,53,6/9/22,junonia,3,,0
yes,low,3,53,6/9/22,junonia,4,,0
yes,low,3,53,6/9/22,junonia,5,,0
yes,low,3,53,6/9/22,junonia,6,,0
yes,low,3,53,6/9/22,junonia,7,,0
yes,low,3,53,6/9/22,junonia,8,,0
yes,low,3,53,6/9/22,junonia,9,,0
yes,low,3,53,6/9/22,junonia,10,,0
yes,low,3,53,6/9/22,junonia,11,,0
yes,low,3,53,6/9/22,junonia,12,,0
yes,low,3,53,6/9/22,junonia,13,,0
yes,low,3,53,6/9/22,junonia,14,,0
yes,low,3,53,6/9/22,junonia,15,,0
yes,low,3,53,6/9/22,junonia,16,,0
yes,low,3,53,6/9/22,junonia,17,,0
yes,low,3,53,6/9/22,junonia,18,,0
yes,low,3,53,6/9/22,junonia,19,,0
yes,low,3,53,6/9/22,junonia,20,,0
yes,low,3,54,6/9/22,iphiclus,1,,0
yes,low,3,54,6/9/22,iphiclus,2,,0
yes,low,3,54,6/9/22,iphiclus,3,,0
yes,low,3,54,6/9/22,iphiclus,4,,0
yes,low,3,54,6/9/22,iphiclus,5,,0
yes,low,3,54,6/9/22,iphiclus,6,,0
yes,low,3,54,6/9/22,iphiclus,7,,0
yes,low,3,54,6/9/22,iphiclus,8,,0
yes,low,3,54,6/9/22,iphiclus,9,,0
yes,low,3,54,6/9/22,iphiclus,10,,0
yes,low,3,54,6/9/22,iphiclus,11,,0
yes,low,3,54,6/9/22,iphiclus,12,,0
yes,low,3,54,6/9/22,iphiclus,13,,0
yes,low,3,54,6/9/22,iphiclus,14,,0
yes,low,3,54,6/9/22,iphiclus,15,,0
yes,low,3,54,6/9/22,iphiclus,16,,0
yes,low,3,54,6/9/22,iphiclus,17,,0
yes,low,3,54,6/9/22,iphiclus,18,,0
yes,low,3,54,6/9/22,iphiclus,19,,0
yes,low,3,54,6/9/22,iphiclus,20,,0
yes,low,3,54,6/9/22,serpa,1,,0
yes,low,3,54,6/9/22,serpa,2,,0
yes,low,3,54,6/9/22,serpa,3,,0
yes,low,3,54,6/9/22,serpa,4,,0
yes,low,3,54,6/9/22,serpa,5,,0
yes,low,3,54,6/9/22,serpa,6,,0
yes,low,3,54,6/9/22,serpa,7,,0
yes,low,3,54,6/9/22,serpa,8,,0
yes,low,3,54,6/9/22,serpa,9,,0
yes,low,3,54,6/9/22,serpa,10,,0
yes,low,3,54,6/9/22,serpa,11,,0
yes,low,3,54,6/9/22,serpa,12,,0
yes,low,3,54,6/9/22,serpa,13,,0
yes,low,3,54,6/9/22,serpa,14,,0
yes,low,3,54,6/9/22,serpa,15,,0
yes,low,3,54,6/9/22,serpa,16,,0
yes,low,3,54,6/9/22,serpa,17,,0
yes,low,3,54,6/9/22,serpa,18,,0
yes,low,3,54,6/9/22,serpa,19,,0
yes,low,3,54,6/9/22,serpa,20,,0
yes,low,3,54,6/9/22,junonia,1,,0
yes,low,3,54,6/9/22,junonia,2,,0
yes,low,3,54,6/9/22,junonia,3,,0
yes,low,3,54,6/9/22,junonia,4,,0
yes,low,3,54,6/9/22,junonia,5,,0
yes,low,3,54,6/9/22,junonia,6,,0
yes,low,3,54,6/9/22,junonia,7,,0
yes,low,3,54,6/9/22,junonia,8,,0
yes,low,3,54,6/9/22,junonia,9,,0
yes,low,3,54,6/9/22,junonia,10,,0
yes,low,3,54,6/9/22,junonia,11,,0
yes,low,3,54,6/9/22,junonia,12,,0
yes,low,3,54,6/9/22,junonia,13,,0
yes,low,3,54,6/9/22,junonia,14,,0
yes,low,3,54,6/9/22,junonia,15,,0
yes,low,3,54,6/9/22,junonia,16,,0
yes,low,3,54,6/9/22,junonia,17,,0
yes,low,3,54,6/9/22,junonia,18,,0
yes,low,3,54,6/9/22,junonia,19,,0
yes,low,3,54,6/9/22,junonia,20,,0
yes,low,3,55,6/9/22,iphiclus,1,Y,1
yes,low,3,55,6/9/22,iphiclus,2,,0
yes,low,3,55,6/9/22,iphiclus,3,,0
yes,low,3,55,6/9/22,iphiclus,4,,0
yes,low,3,55,6/9/22,iphiclus,5,,0
yes,low,3,55,6/9/22,iphiclus,6,,0
yes,low,3,55,6/9/22,iphiclus,7,,0
yes,low,3,55,6/9/22,iphiclus,8,,0
yes,low,3,55,6/9/22,iphiclus,9,,0
yes,low,3,55,6/9/22,iphiclus,10,,0
yes,low,3,55,6/9/22,iphiclus,11,,0
yes,low,3,55,6/9/22,iphiclus,12,,0
yes,low,3,55,6/9/22,iphiclus,13,,0
yes,low,3,55,6/9/22,iphiclus,14,,0
yes,low,3,55,6/9/22,iphiclus,15,,0
yes,low,3,55,6/9/22,iphiclus,16,,0
yes,low,3,55,6/9/22,iphiclus,17,,0
yes,low,3,55,6/9/22,iphiclus,18,,0
yes,low,3,55,6/9/22,iphiclus,19,,0
yes,low,3,55,6/9/22,iphiclus,20,,0
yes,low,3,55,6/9/22,serpa,1,,0
yes,low,3,55,6/9/22,serpa,2,,0
yes,low,3,55,6/9/22,serpa,3,,0
yes,low,3,55,6/9/22,serpa,4,,0
yes,low,3,55,6/9/22,serpa,5,,0
yes,low,3,55,6/9/22,serpa,6,,0
yes,low,3,55,6/9/22,serpa,7,,0
yes,low,3,55,6/9/22,serpa,8,,0
yes,low,3,55,6/9/22,serpa,9,,0
yes,low,3,55,6/9/22,serpa,10,,0
yes,low,3,55,6/9/22,serpa,11,,0
yes,low,3,55,6/9/22,serpa,12,,0
yes,low,3,55,6/9/22,serpa,13,,0
yes,low,3,55,6/9/22,serpa,14,,0
yes,low,3,55,6/9/22,serpa,15,,0
yes,low,3,55,6/9/22,serpa,16,,0
yes,low,3,55,6/9/22,serpa,17,,0
yes,low,3,55,6/9/22,serpa,18,,0
yes,low,3,55,6/9/22,serpa,19,,0
yes,low,3,55,6/9/22,serpa,20,,0
yes,low,3,55,6/9/22,junonia,1,,0
yes,low,3,55,6/9/22,junonia,2,,0
yes,low,3,55,6/9/22,junonia,3,,0
yes,low,3,55,6/9/22,junonia,4,,0
yes,low,3,55,6/9/22,junonia,5,,0
yes,low,3,55,6/9/22,junonia,6,,0
yes,low,3,55,6/9/22,junonia,7,,0
yes,low,3,55,6/9/22,junonia,8,,0
yes,low,3,55,6/9/22,junonia,9,,0
yes,low,3,55,6/9/22,junonia,10,,0
yes,low,3,55,6/9/22,junonia,11,,0
yes,low,3,55,6/9/22,junonia,12,,0
yes,low,3,55,6/9/22,junonia,13,,0
yes,low,3,55,6/9/22,junonia,14,,0
yes,low,3,55,6/9/22,junonia,15,,0
yes,low,3,55,6/9/22,junonia,16,,0
yes,low,3,55,6/9/22,junonia,17,,0
yes,low,3,55,6/9/22,junonia,18,,0
yes,low,3,55,6/9/22,junonia,19,,0
yes,low,3,55,6/9/22,junonia,20,,0
yes,low,3,56,6/9/22,iphiclus,1,,0
yes,low,3,56,6/9/22,iphiclus,2,,0
yes,low,3,56,6/9/22,iphiclus,3,,0
yes,low,3,56,6/9/22,iphiclus,4,,0
yes,low,3,56,6/9/22,iphiclus,5,,0
yes,low,3,56,6/9/22,iphiclus,6,,0
yes,low,3,56,6/9/22,iphiclus,7,,0
yes,low,3,56,6/9/22,iphiclus,8,,0
yes,low,3,56,6/9/22,iphiclus,9,,0
yes,low,3,56,6/9/22,iphiclus,10,,0
yes,low,3,56,6/9/22,iphiclus,11,,0
yes,low,3,56,6/9/22,iphiclus,12,,0
yes,low,3,56,6/9/22,iphiclus,13,,0
yes,low,3,56,6/9/22,iphiclus,14,,0
yes,low,3,56,6/9/22,iphiclus,15,,0
yes,low,3,56,6/9/22,iphiclus,16,,0
yes,low,3,56,6/9/22,iphiclus,17,,0
yes,low,3,56,6/9/22,iphiclus,18,,0
yes,low,3,56,6/9/22,iphiclus,19,,0
yes,low,3,56,6/9/22,iphiclus,20,,0
yes,low,3,56,6/9/22,serpa,1,M,1
yes,low,3,56,6/9/22,serpa,2,,0
yes,low,3,56,6/9/22,serpa,3,,0
yes,low,3,56,6/9/22,serpa,4,,0
yes,low,3,56,6/9/22,serpa,5,,0
yes,low,3,56,6/9/22,serpa,6,,0
yes,low,3,56,6/9/22,serpa,7,,0
yes,low,3,56,6/9/22,serpa,8,,0
yes,low,3,56,6/9/22,serpa,9,,0
yes,low,3,56,6/9/22,serpa,10,,0
yes,low,3,56,6/9/22,serpa,11,,0
yes,low,3,56,6/9/22,serpa,12,,0
yes,low,3,56,6/9/22,serpa,13,,0
yes,low,3,56,6/9/22,serpa,14,,0
yes,low,3,56,6/9/22,serpa,15,,0
yes,low,3,56,6/9/22,serpa,16,,0
yes,low,3,56,6/9/22,serpa,17,,0
yes,low,3,56,6/9/22,serpa,18,,0
yes,low,3,56,6/9/22,serpa,19,,0
yes,low,3,56,6/9/22,serpa,20,,0
yes,low,3,56,6/9/22,junonia,1,,0
yes,low,3,56,6/9/22,junonia,2,,0
yes,low,3,56,6/9/22,junonia,3,,0
yes,low,3,56,6/9/22,junonia,4,,0
yes,low,3,56,6/9/22,junonia,5,,0
yes,low,3,56,6/9/22,junonia,6,,0
yes,low,3,56,6/9/22,junonia,7,,0
yes,low,3,56,6/9/22,junonia,8,,0
yes,low,3,56,6/9/22,junonia,9,,0
yes,low,3,56,6/9/22,junonia,10,,0
yes,low,3,56,6/9/22,junonia,11,,0
yes,low,3,56,6/9/22,junonia,12,,0
yes,low,3,56,6/9/22,junonia,13,,0
yes,low,3,56,6/9/22,junonia,14,,0
yes,low,3,56,6/9/22,junonia,15,,0
yes,low,3,56,6/9/22,junonia,16,,0
yes,low,3,56,6/9/22,junonia,17,,0
yes,low,3,56,6/9/22,junonia,18,,0
yes,low,3,56,6/9/22,junonia,19,,0
yes,low,3,56,6/9/22,junonia,20,,0
yes,low,3,57,6/9/22,iphiclus,1,,0
yes,low,3,57,6/9/22,iphiclus,2,,0
yes,low,3,57,6/9/22,iphiclus,3,,0
yes,low,3,57,6/9/22,iphiclus,4,,0
yes,low,3,57,6/9/22,iphiclus,5,,0
yes,low,3,57,6/9/22,iphiclus,6,,0
yes,low,3,57,6/9/22,iphiclus,7,,0
yes,low,3,57,6/9/22,iphiclus,8,,0
yes,low,3,57,6/9/22,iphiclus,9,,0
yes,low,3,57,6/9/22,iphiclus,10,,0
yes,low,3,57,6/9/22,iphiclus,11,,0
yes,low,3,57,6/9/22,iphiclus,12,,0
yes,low,3,57,6/9/22,iphiclus,13,,0
yes,low,3,57,6/9/22,iphiclus,14,,0
yes,low,3,57,6/9/22,iphiclus,15,,0
yes,low,3,57,6/9/22,iphiclus,16,,0
yes,low,3,57,6/9/22,iphiclus,17,,0
yes,low,3,57,6/9/22,iphiclus,18,,0
yes,low,3,57,6/9/22,iphiclus,19,,0
yes,low,3,57,6/9/22,iphiclus,20,,0
yes,low,3,57,6/9/22,serpa,1,,0
yes,low,3,57,6/9/22,serpa,2,,0
yes,low,3,57,6/9/22,serpa,3,,0
yes,low,3,57,6/9/22,serpa,4,,0
yes,low,3,57,6/9/22,serpa,5,,0
yes,low,3,57,6/9/22,serpa,6,,0
yes,low,3,57,6/9/22,serpa,7,,0
yes,low,3,57,6/9/22,serpa,8,,0
yes,low,3,57,6/9/22,serpa,9,,0
yes,low,3,57,6/9/22,serpa,10,,0
yes,low,3,57,6/9/22,serpa,11,,0
yes,low,3,57,6/9/22,serpa,12,,0
yes,low,3,57,6/9/22,serpa,13,,0
yes,low,3,57,6/9/22,serpa,14,,0
yes,low,3,57,6/9/22,serpa,15,,0
